Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation
"Symphony No.22 in C, K.162 i",Mozart,K162,1773,,Orchestra,,,Symphony,,FirstMovement,,Austria,C major,
"Symphony No.22 in C, K.162 ii",Mozart,K162,1773,,Orchestra,,,Symphony,,SlowMovement,,Austria,F major,
"Symphony No.22 in C, K.162 iii",Mozart,K162,1773,,Orchestra,,,Symphony,,LastMovement,,Austria,C major,
"Symphony No.25 in G minor, K.183 i",Mozart,K183,1773,,Orchestra,,,Symphony,,FirstMovement,,Austria,G minor,
"Symphony No.25 in G minor, K.183 ii",Mozart,K183,1773,,Orchestra,,,Symphony,,SlowMovement,,Austria,Eb major,
"Symphony No.25 in G minor, K.183 iii",Mozart,K183,1773,,Orchestra,,,Symphony,,DanceMovement,,Austria,G minor,
"Symphony No.25 in G minor, K.183 iv",Mozart,K183,1773,,Orchestra,,,Symphony,,LastMovement,,Austria,G minor,
"Symphony No.27 in G, K.199 iii",Mozart,K199,1773,,Orchestra,,,Symphony,,LastMovement,,Austria,G major,
"Symphony No.27 in G, K.199 i",Mozart,K199,1773,,Orchestra,,,Symphony,,FirstMovement,,Austria,G major,
"Symphony No.27 in G, K.199 ii",Mozart,K199,1773,,Orchestra,,,Symphony,,SlowMovement,,Austria,D major,
"Symphony No.28 in C, K.200 i",Mozart,K200,1773,,Orchestra,,,Symphony,,FirstMovement,,Austria,C major,
"Symphony No.28 in C, K.200 ii",Mozart,K200,1773,,Orchestra,,,Symphony,,SlowMovement,,Austria,F major,
"Symphony No.28 in C, K.200 iii",Mozart,K200,1773,,Orchestra,,,Symphony,,DanceMovement,,Austria,C major,
"Symphony No.28 in C, K.200 iv",Mozart,K200,1773,,Orchestra,,,Symphony,,LastMovement,,Austria,C major,
"Symphony No.29 in A, K.201 i",Mozart,K201,1774,,Orchestra,,,Symphony,,FirstMovement,,Austria,A major,
"Symphony No.29 in A, K.201 ii",Mozart,K201,1774,,Orchestra,,,Symphony,,SlowMovement,,Austria,D major,
"Symphony No.29 in A, K.201 iii",Mozart,K201,1774,,Orchestra,,,Symphony,,DanceMovement,,Austria,A major,
"Symphony No.29 in A, K.201 iv",Mozart,K201,1774,,Orchestra,,,Symphony,,LastMovement,,Austria,A major,
"Symphony No 30 in D, K.202 i D major",Mozart,K202,1774,,Orchestra,,,Symphony,,FirstMovement,,Austria,D major,
"Symphony No 30 in D, K.202 ii A major",Mozart,K202,1774,,Orchestra,,,Symphony,,SlowMovement,,Austria,A major,
"Symphony No 30 in D, K.202 iii D major",Mozart,K202,1774,,Orchestra,,,Symphony,,DanceMovement,,Austria,D major,
"Symphony No 30 in D, K.202 iv D major",Mozart,K202,1774,,Orchestra,,,Symphony,,LastMovement,,Austria,D major,
"Symphony No 31 in D, K.297 ('Paris') i D major",Mozart,K297,1778,,Orchestra,,,Symphony,,FirstMovement,,Austria,D major,
"Symphony No 31 in D, K.297 ('Paris') ii G major",Mozart,K297,1778,,Orchestra,,,Symphony,,SlowMovement,,Austria,G major,
"Symphony No 31 in D, K.297 ('Paris') iii D major",Mozart,K297,1778,,Orchestra,,,Symphony,,LastMovement,,Austria,D major,
"Symphony No 32 in G, K 318 i G major",Mozart,K318,1779,,Orchestra,,,Symphony,,FirstMovement,,Austria,G major,
"Symphony No 32 in G, K 318 ii G major",Mozart,K318,1779,,Orchestra,,,Symphony,,SlowMovement,,Austria,G major,
"Symphony No 32 in G, K 318 iii G major",Mozart,K318,1779,,Orchestra,,,Symphony,,LastMovement,,Austria,G major,
"Symphony No 33 in Bb, K 319 i Bb major",Mozart,K319,1779,,Orchestra,,,Symphony,,FirstMovement,,Austria,Bb major,
"Symphony No 33 in Bb, K 319 iii Bb major",Mozart,K319,1779,,Orchestra,,,Symphony,,DanceMovement,,Austria,Bb major,
"Symphony No 33 in Bb, K.319 ii Bb major",Mozart,K319,1779,,Orchestra,,,Symphony,,SlowMovement,,Austria,Bb major,
"Symphony No 33 in Bb, K.319 iv Bb major",Mozart,K319,1779,,Orchestra,,,Symphony,,LastMovement,,Austria,Bb major,
"Symphony No 34 in C, K 338 i C major",Mozart,K338,1780,,Orchestra,,,Symphony,,FirstMovement,,Austria,C major,
"Symphony No 34 in C, K 338 ii F major",Mozart,K338,1780,,Orchestra,,,Symphony,,SlowMovement,,Austria,F major,
"Symphony No 34 in C, K 338 iii C major",Mozart,K338,1780,,Orchestra,,,Symphony,,LastMovement,,Austria,C major,
"Symphony No 35 in D, K 385 i D major",Mozart,K385,1779,,Orchestra,,,Symphony,,FirstMovement,,Austria,D major,
"Symphony No 35 in D, K 385 ii G major",Mozart,K385,1779,,Orchestra,,,Symphony,,SlowMovement,,Austria,G major,
"Symphony No 35 in D, K 385 iii D major",Mozart,K385,1779,,Orchestra,,,Symphony,,DanceMovement,,Austria,D major,
"Symphony No 35 in D, K 385 iv D major",Mozart,K385,1779,,Orchestra,,,Symphony,,LastMovement,,Austria,D major,
"Symphony No 36 in C, K 425 i C major",Mozart,K425,1783,,Orchestra,,,Symphony,,FirstMovement,,Austria,C major,
"Symphony No 36 in C, K 425 ii F major",Mozart,K425,1783,,Orchestra,,,Symphony,,SlowMovement,,Austria,F major,
"Symphony No 36 in C, K 425 iii C major",Mozart,K425,1783,,Orchestra,,,Symphony,,DanceMovement,,Austria,C major,
"Symphony No 36 in C, K 425 iv C major",Mozart,K425,1783,,Orchestra,,,Symphony,,LastMovement,,Austria,C major,
"Symphony No 38 in D, K.504 ('Prague') i D major",Mozart,K504,1786,,Orchestra,,,Symphony,,FirstMovement,,Austria,D major,
"Symphony No 38 in D, K.504 ('Prague') ii D major",Mozart,K504,1786,,Orchestra,,,Symphony,,SlowMovement,,Austria,G major,
"Symphony No 38 in D, K.504 ('Prague') iii D major",Mozart,K504,1786,,Orchestra,,,Symphony,,LastMovement,,Austria,D major,
"Symphony No 39 in Eb, K.543 i Eb major",Mozart,K543,1788,,Orchestra,,,Symphony,,FirstMovement,,Austria,Eb major,
"Symphony No 39 in Eb, K.543 ii Ab major",Mozart,K543,1788,,Orchestra,,,Symphony,,SlowMovement,,Austria,Ab major,
"Symphony No 39 in Eb, K.543 iii Eb major",Mozart,K543,1788,,Orchestra,,,Symphony,,DanceMovement,,Austria,Eb major,
"Symphony No 39 in Eb, K.543 iv Eb major",Mozart,K543,1788,,Orchestra,,,Symphony,,LastMovement,,Austria,Eb major,
"Symphony No.4 in D, K.19 i",Mozart,K19,1765,,Orchestra,,,Symphony,,FirstMovement,,Austria,D major,
"Symphony No.4 in D, K.19 ii",Mozart,K19,1765,,Orchestra,,,Symphony,,SlowMovement,,Austria,G major,
"Symphony No.4 in D, K.19 iii",Mozart,K19,1765,,Orchestra,,,Symphony,,LastMovement,,Austria,D major,
"Symphony No 40 in G-, K 550 iii G minor",Mozart,K550,1788,,Orchestra,,,Symphony,,DanceMovement,,Austria,G minor,
"Symphony No 40 in G-, K 550 iv G minor",Mozart,K550,1788,,Orchestra,,,Symphony,,LastMovement,,Austria,G minor,
"Symphony No 40 in G-, K.550 i G minor",Mozart,K550,1788,,Orchestra,,,Symphony,,FirstMovement,,Austria,G minor,
"Symphony No 40 in G-, K.550 ii Eb major",Mozart,K550,1788,,Orchestra,,,Symphony,,SlowMovement,,Austria,Eb major,
"Symphony No 41 in C, K 551 i C major",Mozart,K551,1788,,Orchestra,,,Symphony,,FirstMovement,,Austria,C major,
"Symphony No 41 in C, K 551 ii F major",Mozart,K551,1788,,Orchestra,,,Symphony,,SlowMovement,,Austria,F major,
"Symphony No 41 in C, K 551 iii C major",Mozart,K551,1788,,Orchestra,,,Symphony,,DanceMovement,,Austria,C major,
"Symphony No 41 in C, K 551 iv C major",Mozart,K551,1788,,Orchestra,,,Symphony,,LastMovement,,Austria,C major,
"Symphony No.5 in Bb, K.22 i",Mozart,K22,1765,,Orchestra,,,Symphony,,FirstMovement,,Austria,Bb major,
"Symphony No.5 in Bb, K.22 ii",Mozart,K22,1765,,Orchestra,,,Symphony,,SlowMovement,,Austria,G minor,
"Symphony No.5 in Bb, K.22 iii",Mozart,K22,1765,,Orchestra,,,Symphony,,LastMovement,,Austria,Bb major,
"Symphony No.6 in F, K.43 i",Mozart,K43,1767,,Orchestra,,,Symphony,,FirstMovement,,Austria,F major,
"Symphony No.6 in F, K.43 ii",Mozart,K43,1767,,Orchestra,,,Symphony,,SlowMovement,,Austria,C major,
"Symphony No.6 in F, K.43 iii",Mozart,K43,1767,,Orchestra,,,Symphony,,DanceMovement,,Austria,F major,
"Symphony No.6 in F, K.43 iv",Mozart,K43,1767,,Orchestra,,,Symphony,,LastMovement,,Austria,F major,
"Symphony No.7 in D, K.45 i",Mozart,K45,1768,,Orchestra,,,Symphony,,FirstMovement,,Austria,D major,
"Symphony No.7 in D, K.45 ii",Mozart,K45,1768,,Orchestra,,,Symphony,,SlowMovement,,Austria,G major,
"Symphony No.7 in D, K.45 iii",Mozart,K45,1768,,Orchestra,,,Symphony,,DanceMovement,,Austria,D major,
"Symphony No.7 in D, K.45 iv",Mozart,K45,1768,,Orchestra,,,Symphony,,LastMovement,,Austria,D major,
"Symphony No.9 in C, K.73 i",Mozart,K73,,1769-1770,Orchestra,,,Symphony,,FirstMovement,,Austria,C major,
"Symphony No.9 in C, K.73 ii",Mozart,K73,,1769-1770,Orchestra,,,Symphony,,SlowMovement,,Austria,F major,
"Symphony No.9 in C, K.73 iii",Mozart,K73,,1769-1770,Orchestra,,,Symphony,,LastMovement,,Austria,C major,
"Te Deum K141 i ""Te Deum laudamus"" C major",Mozart,K141,1769,,SATB,Organ,Orchestra,,,,,Austria,C major,
"Te Deum K141 ii ""Te ergo quaesumus"" Eb major",Mozart,K141,1769,,SATB,Organ,Orchestra,,,,,Austria,Eb major,
"Te Deum K141 iii ""Aeterna fac cum sanctis tuis"" C major",Mozart,K141,1769,,SATB,Organ,Orchestra,,,,,Austria,C major,
"Three-Voice Canon K229 ""Sie ist dahin"" C minor",Mozart,K229,1782,,Voice,,,OtherSpecified,,,,Austria,C minor,
"Three-Voice Canon K229 ""Sie ist dahin"" C minor",Mozart,K229,1782,,Voice,,,OtherSpecified,,,,Austria,C minor,
Toy Symphony 1 Allegro,Mozart,,1739,1759,Orchestra,,,Symphony,,FirstMovement,,Austria,C major,
Toy Symphony 2 Minuet & trio,Mozart,,1739,1759,Orchestra,,,Symphony,,DanceMovement,,Austria,C major,
Toy Symphony 3 Finale,Mozart,,1739,1759,Orchestra,,,Symphony,,DanceMovement,,Austria,C major,
Trio for Clarinet Viola and Piano K498 i Eb major,Mozart,K498,1786,,Piano,Clarinet,Viola,Trio,,FirstMovement,,Austria,Eb major,
Trio for Clarinet Viola and Piano K498 ii Bb major,Mozart,K498,1786,,Piano,Clarinet,Viola,Trio,,SlowMovement,,Austria,Bb major,
Trio for Clarinet Viola and Piano K498 iii Eb major,Mozart,K498,1786,,Piano,Clarinet,Viola,Trio,,LastMovement,,Austria,Eb major,
Twelve German Dances K586 No2 G major,Mozart,K586no2,1789,,Orchestra,,,OtherSpecified,,,,Austria,G major,
Twelve German Dances K586 No5 A major,Mozart,K586no5,1789,,Orchestra,,,OtherSpecified,,,,Austria,A major,
Twelve German Dances K586 No7 G major,Mozart,K586no7,1789,,Orchestra,,,OtherSpecified,,,,Austria,G major,
Twelve German Dances K586 No8 Eb major,Mozart,K586no8,1789,,Orchestra,,,OtherSpecified,,,,Austria,Eb major,
Twelve Horn Duets K487 No1 C major,Mozart,K487no1,1786,,Horn,Horn,,Duet,,,,Austria,C major,
Twelve Horn Duets K487 No10 Eb major,Mozart,K487no10,1786,,Horn,Horn,,Duet,,,,Austria,Eb major,
Twelve Horn Duets K487 No11 Bb major,Mozart,K487no11,1786,,Horn,Horn,,Duet,,,,Austria,Bb major,
Twelve Horn Duets K487 No12 D major,Mozart,K487no12,1786,,Horn,Horn,,Duet,,,,Austria,D major,
Twelve Horn Duets K487 No2 Eb major,Mozart,K487no2,1786,,Horn,Horn,,Duet,,,,Austria,Eb major,
Twelve Horn Duets K487 No3 C major,Mozart,K487no3,1786,,Horn,Horn,,Duet,,,,Austria,C major,
Twelve Horn Duets K487 No4 Eb major,Mozart,K487no4,1786,,Horn,Horn,,Duet,,,,Austria,Eb major,
Twelve Horn Duets K487 No5 Eb major,Mozart,K487no5,1786,,Horn,Horn,,Duet,,,,Austria,Eb major,
Twelve Horn Duets K487 No6 Bb major,Mozart,K487no6,1786,,Horn,Horn,,Duet,,,,Austria,Bb major,
Twelve Horn Duets K487 No7 C major,Mozart,K487no7,1786,,Horn,Horn,,Duet,,,,Austria,C major,
Twelve Horn Duets K487 No8 Eb major,Mozart,K487no8,1786,,Horn,Horn,,Duet,,,,Austria,Eb major,
Twelve Horn Duets K487 No9 D major,Mozart,K487no9,1786,,Horn,Horn,,Duet,,,,Austria,D major,
Twelve Minuets K103 No1 C major,Mozart,K103no1,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,C major,
Twelve Minuets K103 No10 G major,Mozart,K103no10,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,G major,
Twelve Minuets K103 No11 F major,Mozart,K103no11,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,D major,
Twelve Minuets K103 No12 C major,Mozart,K103no12,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,C major,
Twelve Minuets K103 No2 G major,Mozart,K103no2,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,G major,
Twelve Minuets K103 No3 D major,Mozart,K103no3,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,D major,
Twelve Minuets K103 No4 F major,Mozart,K103no4,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,F major,
Twelve Minuets K103 No5 C major,Mozart,K103no5,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,C major,
Twelve Minuets K103 No6 G major,Mozart,K103no6,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,G major,
Twelve Minuets K103 No7 D major,Mozart,K103no7,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,D major,
Twelve Minuets K103 No8 F major,Mozart,K103no8,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,F major,
Twelve Minuets K103 No9 D major,Mozart,K103no9,1769,,Orchestra,,,OtherSpecified,,Minuet,,Austria,D major,
Variations for Violin and Piano K359 G major,Mozart,K359,1781,,Violin,Piano,,ThemeAndVariations,,,,Austria,G major,
Variations for Violin and Piano K360 G minor,Mozart,K360,1781,,Violin,Piano,,ThemeAndVariations,,,,Austria,G minor,
"Variations on ""Ah vous dirais-je, Maman"" K265 C major",Mozart,K265,1778,,Piano,,,ThemeAndVariations,,,,Austria,C major,
"Variations on ""Come unagnello"" K460 A major",Mozart,K460,1784,,Piano,,,ThemeAndVariations,,,,Austria,A major,
"Variations on ""Je Suis Lindor"" K354 Eb major",Mozart,K354,1778,,Piano,,,ThemeAndVariations,,,,Austria,Eb major,
"Variations on ""Salve tu Domine"" K398 F major",Mozart,K398,1783,,Piano,,,ThemeAndVariations,,,,Austria,F major,
"Variations on ""Willem van Nassau"" K25 D major",Mozart,K25,1766,,Piano,,,ThemeAndVariations,,,,Austria,D major,
Variations on a Minuett by Duport K573 D major,Mozart,K573,1789,,Piano,,,ThemeAndVariations,,,,Austria,D major,
Variations on an Original Theme K500 Bb major,Mozart,K500,1786,,Piano,,,ThemeAndVariations,,,,Austria,Bb major,
Viennese Sonatinas K439b No1 i C major,Mozart,K439bno1,1783,,Piano,,,SoloSonata,Divertimenti,FirstMovement,,Austria,C major,
Viennese Sonatinas K439b No1 ii C major,Mozart,K439bno1,1783,,Piano,,,SoloSonata,Divertimenti,DanceMovement,,Austria,C major,
Viennese Sonatinas K439b No1 iii F major,Mozart,K439bno1,1783,,Piano,,,SoloSonata,Divertimenti,SlowMovement,,Austria,F major,
Viennese Sonatinas K439b No2 i A major,Mozart,K439bno2,1783,,Piano,,,SoloSonata,Divertimenti,FirstMovement,,Austria,A major,
Viennese Sonatinas K439b No2 ii A major,Mozart,K439bno2,1783,,Piano,,,SoloSonata,Divertimenti,DanceMovement,,Austria,A major,
Viennese Sonatinas K439b No2 iii D major,Mozart,K439bno2,1783,,Piano,,,SoloSonata,Divertimenti,SlowMovement,,Austria,D major,
Viennese Sonatinas K439b No2 iv A major,Mozart,K439bno2,1783,,Piano,,,SoloSonata,Divertimenti,LastMovement,,Austria,A major,
Viennese Sonatinas K439b No3 i D major,Mozart,K439bno3,1783,,Piano,,,SoloSonata,Divertimenti,FirstMovement,,Austria,D major,
Viennese Sonatinas K439b No3 ii D major,Mozart,K439bno3,1783,,Piano,,,SoloSonata,Divertimenti,DanceMovement,,Austria,D major,
Viennese Sonatinas K439b No3 iii D major,Mozart,K439bno3,1783,,Piano,,,SoloSonata,Divertimenti,LastMovement,,Austria,D major,
Viennese Sonatinas K439b No4 i Bb major,Mozart,K439bno4,1783,,Piano,,,SoloSonata,Divertimenti,FirstMovement,,Austria,Bb major,
Viennese Sonatinas K439b No4 ii Bb major,Mozart,K439bno4,1783,,Piano,,,SoloSonata,Divertimenti,DanceMovement,,Austria,Bb major,
Viennese Sonatinas K439b No4 iii Bb major,Mozart,K439bno4,1783,,Piano,,,SoloSonata,Divertimenti,LastMovement,,Austria,Bb major,
Viennese Sonatinas K439b No5 i F major,Mozart,K439bno5,1783,,Piano,,,SoloSonata,Divertimenti,FirstMovement,,Austria,F major,
Viennese Sonatinas K439b No5 ii C major,Mozart,K439bno5,1783,,Piano,,,SoloSonata,Divertimenti,DanceMovement,,Austria,C major,
Viennese Sonatinas K439b No5 iii F major,Mozart,K439bno5,1783,,Piano,,,SoloSonata,Divertimenti,LastMovement,,Austria,F major,
Viennese Sonatinas K439b No6 i C major,Mozart,K439bno6,1783,,Piano,,,SoloSonata,Divertimenti,FirstMovement,,Austria,C major,
Viennese Sonatinas K439b No6 ii C major,Mozart,K439bno6,1783,,Piano,,,SoloSonata,Divertimenti,DanceMovement,,Austria,C major,
Viennese Sonatinas K439b No6 iii C major,Mozart,K439bno6,1783,,Piano,,,SoloSonata,Divertimenti,SlowMovement,,Austria,C major,
Viennese Sonatinas K439b No6 iv C major,Mozart,K439bno6,1783,,Piano,,,SoloSonata,Divertimenti,LastMovement,,Austria,C major,
"Violin Concerto 1, K207 i Bb major",Mozart,K207,1775,,Violin,Orchestra,,Concerto,,FirstMovement,,Austria,Bb major,
"Violin Concerto 1, K207 ii Eb major",Mozart,K207,1775,,Violin,Orchestra,,Concerto,,SlowMovement,,Austria,Eb major,
"Violin Concerto 1, K207 iii Bb major",Mozart,K207,1775,,Violin,Orchestra,,Concerto,,LastMovement,,Austria,Bb major,
"Violin Concerto 2, K211 i D major",Mozart,K211,1775,,Violin,Orchestra,,Concerto,,FirstMovement,,Austria,D major,
"Violin Concerto 2, K211 ii G major",Mozart,K211,1775,,Violin,Orchestra,,Concerto,,SlowMovement,,Austria,G major,
"Violin Concerto 2, K211 iii D major",Mozart,K211,1775,,Violin,Orchestra,,Concerto,,LastMovement,,Austria,D major,
"Violin Concerto 3, K216 i G major",Mozart,K216,1775,,Violin,Orchestra,,Concerto,,FirstMovement,,Austria,G major,
"Violin Concerto 3, K216 ii D major",Mozart,K216,1775,,Violin,Orchestra,,Concerto,,SlowMovement,,Austria,D major,
"Violin Concerto 3, K216 iii G major",Mozart,K216,1775,,Violin,Orchestra,,Concerto,,LastMovement,,Austria,G major,
"Violin Concerto 4, K218 i D major",Mozart,K218,1775,,Violin,Orchestra,,Concerto,,FirstMovement,,Austria,D major,
"Violin Concerto 4, K218 ii A major",Mozart,K218,1775,,Violin,Orchestra,,Concerto,,SlowMovement,,Austria,A major,
"Violin Concerto 4, K218 iii D major",Mozart,K218,1775,,Violin,Orchestra,,Concerto,,LastMovement,,Austria,D major,
"Violin Concerto 5, K219 i A major",Mozart,K219,1775,,Violin,Orchestra,,Concerto,,FirstMovement,,Austria,A major,
"Violin Concerto 5, K219 ii E major",Mozart,K219,1775,,Violin,Orchestra,,Concerto,,SlowMovement,,Austria,E major,
"Violin Concerto 5, K219 iii A major",Mozart,K219,1775,,Violin,Orchestra,,Concerto,,LastMovement,,Austria,A major,
"Violin Concerto 6, K268 i Eb major",Mozart,K268,1780,,Violin,Orchestra,,Concerto,,FirstMovement,,Austria,Eb major,
"Violin Concerto 6, K268 ii Bb major",Mozart,K268,1780,,Violin,Orchestra,,Concerto,,SlowMovement,,Austria,Bb major,
"Violin Concerto 6, K268 iii Eb major",Mozart,K268,1780,,Violin,Orchestra,,Concerto,,LastMovement,,Austria,Eb major,
"Violin Concerto 7, K271a i D major",Mozart,K271a,1777,,Violin,Orchestra,,Concerto,,FirstMovement,,Austria,D major,
"Violin Concerto 7, K271a ii G major",Mozart,K271a,1777,,Violin,Orchestra,,Concerto,,SlowMovement,,Austria,G major,
"Violin Concerto 7, K271a iii D major",Mozart,K271a,1777,,Violin,Orchestra,,Concerto,,LastMovement,,Austria,D major,
Violin Sonata K380 i Eb major,Mozart,K380,1781,,Violin,Piano,,AccompaniedSonata,,,,Austria,Eb major,
Violin Sonata K380 ii G minor,Mozart,K380,1781,,Violin,Piano,,AccompaniedSonata,,,,Austria,G minor,
Violin Sonata K380 iii Eb major,Mozart,K380,1781,,Violin,Piano,,AccompaniedSonata,,,,Austria,Eb major,
Violin Sonata K481 i Eb major,Mozart,K481,1785,,Violin,Piano,,AccompaniedSonata,,,,Austria,Eb major,
Violin Sonata K481 ii Ab major,Mozart,K481,1785,,Violin,Piano,,AccompaniedSonata,,,,Austria,Ab major,
Violin Sonata K481 iii Eb major,Mozart,K481,1785,,Violin,Piano,,AccompaniedSonata,,,,Austria,Eb major,
Violin Sonata K526 ii D major,Mozart,K526,1787,,Violin,Piano,,AccompaniedSonata,,,,Austria,D major,
Violin Sonata No15 K454 i Bb major,Mozart,K454,1784,,Violin,Piano,,AccompaniedSonata,,,,Austria,Eb major,
Violin Sonata No15 K454 ii Eb major,Mozart,K454,1784,,Violin,Piano,,AccompaniedSonata,,,,Austria,Eb major,
Violin Sonata No15 K454 iii Bb major,Mozart,K454,1784,,Violin,Piano,,AccompaniedSonata,,,,Austria,Bb major,
Violin Sonata No4 K304 i E minor,Mozart,K304,1778,,Violin,Piano,,AccompaniedSonata,,,,Austria,E minor,
Violin Sonata No4 K304 ii E minor,Mozart,K304,1778,,Violin,Piano,,AccompaniedSonata,,,,Austria,E minor,
Vocal Canon for Four Voices K562c C major,Mozart,K562c,,1780-1789,Bass,Violin,Viola,SongSecular,,,,Austria,C major,A minor
"Vocal Canon for Six Voices K231 ""Lech mich im Arch"" Bb major",Mozart,K231,1782,,Soprano,,,SongSecular,,,,Austria,Bb major,
"Vocal Canon for Three Voices K562 ""Caro bell'idol mio"" A major",Mozart,K562,1788,,Soprano,,,SongSecular,,,,Austria,A major,
